Name,Url,Location,din_rev,del_rev,category,Cuisine_offered,cost_for_two,is_vegeterian,is_bar_available,home_delivery,offers_dining,avg_din_rate,avg_del_rate
Khandelwal Pavitra Bhojnalaya,https://www.zomato.com/jaipur/khandelwal-pavitra-bhojnalaya-pink-city,Pink City,306 Dining Reviews,"8,068 Delivery Reviews",Dhaba ,North Indian,300,yes,no,yes,yes,3.8,3.9
Khandelwal Pavitra Bhojnalaya,https://www.zomato.com/jaipur/khandelwal-pavitra-bhojnalaya-1-pink-city,Pink City,36 Dining Reviews,Does not offer Delivery,Dhaba ,North Indian,200,yes,no,no,yes,3.5,
Khandelwal Pure Veg. Dhaba,https://www.zomato.com/jaipur/khandelwal-pure-veg-dhaba-vaishali-nagar,Vaishali Nagar,9 Dining Reviews,46 Delivery Reviews,Casual Dining ,"North Indian, Fast Food, Beverages",750,no,no,yes,yes,3.2,3.9
Khandelwal Sweet Palace,https://www.zomato.com/jaipur/khandelwal-sweet-palace-malviya-nagar,Malviya Nagar,Not enough Dining Reviews,Does not offer Delivery,Sweet Shop ,"Mithai, Street Food",200,yes,no,no,yes,,
Khandelwal Sweets,https://www.zomato.com/jaipur/khandelwal-sweets-tonk-road,Tonk Phatak,8 Dining Reviews,Does not offer Delivery,Sweet Shop ,"Mithai, Street Food",150,yes,no,no,yes,3.2,
Khandelwal Sweets & Namkeen Bhandar,https://www.zomato.com/jaipur/khandelwal-sweets-namkeen-bhandar-transport-nagar,Transport Nagar,52 Dining Reviews,Does not offer Delivery,"Sweet Shop, Quick Bites ","Mithai, Street Food",100,yes,no,no,yes,3,
Khansama,https://www.zomato.com/jaipur/khansama-bani-park,Bani Park,70 Dining Reviews,340 Delivery Reviews,Quick Bites ,"North Indian, Rolls",500,no,no,yes,yes,3.6,3.9
Khansama The Traditional Kitchen,https://www.zomato.com/jaipur/khansama-the-traditional-kitchen-c-scheme,C Scheme,16 Dining Reviews,Does not offer Delivery,Quick Bites ,"Rajasthani, North Indian",400,no,no,no,yes,3.7,
Khatirdari Family Veg Restaurant,https://www.zomato.com/jaipur/khatirdari-family-veg-restaurant-pink-city,Pink City,Not enough Dining Reviews,Not enough Delivery Reviews,Casual Dining ,"North Indian, South Indian, Chinese, Fast Food",500,yes,no,yes,yes,,
Khatta Meetha Teekha Tadka,https://www.zomato.com/jaipur/khatta-meetha-teekha-tadka-tonk-road,Durgapura,480 Dining Reviews,19.3K Delivery Reviews,Dhaba ,North Indian,300,yes,no,yes,yes,4.1,3.7
Khatta Meetha Teekha Tandoori Tadka,https://www.zomato.com/jaipur/khatta-meetha-teekha-tandoori-tadka-jagatpura,Jagatpura,Does not offer Dining,Not enough Delivery Reviews,,"North Indian, Chinese, Fast Food, Desserts",450,no,no,yes,no,,
Khatu Shyam Dairy,https://www.zomato.com/jaipur/khatu-shyam-dairy-jagatpura,Jagatpura,Not enough Dining Reviews,40 Delivery Reviews,Beverage Shop ,Beverages,300,no,no,yes,yes,,3.9
Khau Gali Junction,https://www.zomato.com/jaipur/khau-gali-junction-pink-city,Pink City,Not enough Dining Reviews,Does not offer Delivery,Quick Bites ,"Gujarati, Rajasthani",200,yes,no,no,yes,,
Khomcha,https://www.zomato.com/jaipur/khomcha-jhotwara,Jhotwara,6 Dining Reviews,Does not offer Delivery,Food Court ,Street Food,200,yes,no,no,yes,2.2,
Khopcha Juice Shake & Fast Food Corner,https://www.zomato.com/jaipur/khopcha-juice-shake-fast-food-corner-mansarovar,Mansarovar,11 Dining Reviews,Does not offer Delivery,"Beverage Shop, Quick Bites ","Juices, Fast Food",350,yes,no,no,yes,2.7,
Khopcha Restaurant,https://www.zomato.com/jaipur/khopcha-restaurant-mansarovar,Mansarovar,33 Dining Reviews,84 Delivery Reviews,Quick Bites ,"North Indian, Chinese, Fast Food, Beverages",300,yes,no,yes,yes,2.9,3.3
Khurafati Smoothies & Shakes,https://www.zomato.com/jaipur/khurafati-smoothies-shakes-sikar-road,Sikar Road,161 Dining Reviews,"2,334 Delivery Reviews","Beverage Shop, Quick Bites ","Beverages, Fast Food",200,yes,no,yes,yes,4,3.9
Khursheed Hotel,https://www.zomato.com/jaipur/khursheed-hotel-1-tonk-road,Sanganer,12 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,"Roast Chicken, North Indian",150,no,no,yes,yes,3.4,
Khushbu Chat Coner,https://www.zomato.com/jaipur/khushbu-chat-coner-tonk-road,Pratap Nagar,56 Dining Reviews,Does not offer Delivery,Quick Bites ,"South Indian, Street Food",200,yes,no,no,yes,3.8,
Khwahish Restaurant,https://www.zomato.com/jaipur/khwahish-restaurant-vaishali-nagar,Vaishali Nagar,25 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,North Indian,300,yes,no,yes,yes,3.5,
Ki & Ka Kafe Restaurant,https://www.zomato.com/jaipur/ki-ka-kafe-restaurant-chitrakoot,Chitrakoot,892 Dining Reviews,"3,803 Delivery Reviews",CAFÉ ,"Cafe, Chinese, North Indian",600,yes,no,yes,yes,4,3
Kiara's Kitchen,https://www.zomato.com/jaipur/kiaras-kitchen-c-scheme,C Scheme,66 Dining Reviews,143 Delivery Reviews,Quick Bites ,"North Indian, Fast Food, Beverages",450,yes,no,yes,yes,3.6,3.4
Kidz & Co.,https://www.zomato.com/jaipur/kidz-co-raja-park,Raja Park,34 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,Fast Food,600,yes,no,yes,yes,3.7,
Kigelia Court - Royal Heritage Haveli,https://www.zomato.com/jaipur/kigelia-court-royal-heritage-haveli-khatipura-road,Khatipura Road,11 Dining Reviews,Does not offer Delivery,Casual Dining ,"North Indian, Rajasthani, Continental","2,500",no,yes,no,yes,3.4,
KiloSubzi,https://www.zomato.com/jaipur/kilosubzi-bapu-nagar,Bapu Nagar,Does not offer Dining,242 Delivery Reviews,,"Rajasthani, North Indian",500,yes,no,yes,no,,3.9
King Of Mama Paratha,https://www.zomato.com/jaipur/king-of-mama-paratha-jhotwara,North Jaipur,Does not offer Dining,242 Delivery Reviews,,North Indian,450,no,no,yes,no,,
King Sweets,https://www.zomato.com/jaipur/king-sweets-pink-city,Pink City,Does not offer Dining,"7,248 Delivery Reviews",Sweet Shop ,Mithai,350,yes,no,yes,no,,4.3
Kingdom Of Curry's,https://www.zomato.com/jaipur/kingdom-of-currys-jagatpura,Pratap Nagar,Not enough Dining Reviews,Does not offer Delivery,Quick Bites ,"North Indian, Fast Food, Chinese, Desserts, Beverages",250,no,no,no,yes,,
Kings Bakers And Fast Food,https://www.zomato.com/jaipur/kings-bakers-and-fast-food-jawahar-nagar,Jawahar Nagar,Does not offer Dining,Not enough Delivery Reviews,,Fast Food,300,no,no,yes,no,,
King's Cuisine,https://www.zomato.com/jaipur/kings-cuisine-raja-park,Raja Park,13 Dining Reviews,Does not offer Delivery,Casual Dining ,"North Indian, Chinese, Fast Food",750,no,yes,no,yes,2.9,
Kings Hotel,https://www.zomato.com/jaipur/kings-hotel-ajmer-highway,Ajmer Highway,Not enough Dining Reviews,Does not offer Delivery,Quick Bites ,North Indian,400,no,no,no,yes,,
King's Kitchen,https://www.zomato.com/jaipur/kings-kitchen-mansarovar,Mansarovar,514 Dining Reviews,"4,262 Delivery Reviews",Quick Bites ,"North Indian, South Indian, Fast Food, Beverages",250,yes,no,yes,yes,4,4.1
King's Kitchen,https://www.zomato.com/jaipur/kings-kitchen-1-mansarovar,Mansarovar,Does not offer Dining,"3,413 Delivery Reviews",,"North Indian, South Indian, Fast Food, Beverages",250,yes,no,yes,no,,3.9
Kings Kulfi,https://www.zomato.com/jaipur/kings-kulfi-bais-godam,C Scheme,Does not offer Dining,118 Delivery Reviews,Dessert Parlor ,Ice Cream,200,yes,no,yes,no,,4.6
King's Platter Restaurant,https://www.zomato.com/jaipur/kings-platter-restaurant-mi-road,MI Road,221 Dining Reviews,283 Delivery Reviews,Quick Bites ,"North Indian, Mughlai",550,no,no,yes,yes,3.6,3.4
Kings Veg Restaurant,https://www.zomato.com/jaipur/kings-veg-restaurant-jhotwara,Jhotwara,Not enough Dining Reviews,Not enough Delivery Reviews,Quick Bites ,North Indian,350,yes,no,yes,yes,,
Kiran Sweets,https://www.zomato.com/jaipur/kiran-sweets-tonk-road,Gopalpura,14 Dining Reviews,Does not offer Delivery,"Sweet Shop, Quick Bites ",Mithai,200,yes,no,no,yes,2.9,
Kiran Sweets,https://www.zomato.com/jaipur/kiran-sweets-raja-park,Raja Park,Not enough Dining Reviews,Does not offer Delivery,Sweet Shop ,Mithai,150,no,no,no,yes,,
Kirodiwal Sweets,https://www.zomato.com/jaipur/kirodiwal-sweets-sikar-road,Sikar Road,14 Dining Reviews,69 Delivery Reviews,Sweet Shop ,"Mithai, Fast Food, Street Food, South Indian",300,yes,no,yes,yes,2.5,3.9
Kirti Sweets,https://www.zomato.com/jaipur/kirti-sweets-agra-road,Agra Road,5 Dining Reviews,Does not offer Delivery,Sweet Shop ,"Mithai, Street Food",200,yes,no,no,yes,3.1,
Kishan Lal Govind Naraian Agarwal Lassiwala,https://www.zomato.com/jaipur/kishan-lal-govind-naraian-agarwal-lassiwala-mi-road,MI Road,200 Dining Reviews,Does not offer Delivery,Beverage Shop ,Beverages,100,yes,no,no,yes,4.3,
Kishan Misthan Kendra,https://www.zomato.com/jaipur/kishan-misthan-kendra-pink-city,Pink City,7 Dining Reviews,Does not offer Delivery,Sweet Shop ,Mithai,300,no,no,no,yes,2.8,
Kitchen Bhaji,https://www.zomato.com/jaipur/kitchen-bhaji-1-pink-city,Pink City,Does not offer Dining,Not enough Delivery Reviews,,"Fast Food, Juices",150,no,no,yes,no,,
Kitchen Daddy Restro,https://www.zomato.com/jaipur/kitchen-daddy-restro-c-scheme,C Scheme,Does not offer Dining,154 Delivery Reviews,,North Indian,350,no,no,yes,no,,3.9
Kitchen King,https://www.zomato.com/jaipur/kitchen-king-sikar-road,Sikar Road,13 Dining Reviews,Not enough Delivery Reviews,"Casual Dining, Bar ","North Indian, Chinese",900,no,no,yes,yes,3.5,
Kitchen King Restaurant,https://www.zomato.com/jaipur/kitchen-king-restaurant-1-sindhi-camp,Sindhi Camp,10 Dining Reviews,204 Delivery Reviews,Quick Bites ,"Fast Food, North Indian, South Indian, Beverages",300,yes,no,yes,yes,3.2,3.4
Kitchen Tandoori,https://www.zomato.com/jaipur/kitchen-tandoori-malviya-nagar,Malviya Nagar,Does not offer Dining,"1,620 Delivery Reviews",,"North Indian, Rolls",500,no,no,yes,no,,3.4
Kitchen Zayka,https://www.zomato.com/jaipur/kitchen-zayka-c-scheme,C Scheme,68 Dining Reviews,Not enough Delivery Reviews,Casual Dining ,"North Indian, Rajasthani, Chinese",600,no,no,yes,yes,4,
Kittu Egg Junction,https://www.zomato.com/jaipur/kittu-egg-junction-mansarovar,Mansarovar,Does not offer Dining,20 Delivery Reviews,,"Fast Food, North Indian",250,no,no,yes,no,,2.9
Kituâ€™s Snack Bar,https://www.zomato.com/jaipur/kitus-snack-bar-adarsh-nagar,Adarsh Nagar,17 Dining Reviews,Not enough Delivery Reviews,Quick Bites ,"Fast Food, Beverages",450,yes,no,yes,yes,3.7,
Kloud - Royal Orchid Central,https://www.zomato.com/jaipur/kloud-royal-orchid-central-bani-park,Bani Park,468 Dining Reviews,Does not offer Delivery,"Lounge, Casual Dining ","North Indian, Chinese, Italian, Asian","1,800",no,yes,no,yes,4.4,
